Product ID,UPC,Brand,Description,Category,Location ID,Regular Price,Promo Price,Stock Level,Size,Sold By,Date Retrieved
9396681121,9396681121,Organic Valley,Organic Valley Free Range Grade A Large Brown Eggs,"Dairy, Natural & Organic",9700336,3.99,0.0,Unknown,6 ct,UNIT,2025-02-25
3822206200,3822206200,The Country Hen,The Country Hen Organic Large Grade A Brown Eggs,"Breakfast, Dairy",9700336,5.29,0.0,Unknown,6 ct,UNIT,2025-02-25
81565200418,81565200418,Nellie's,Nellie's Free Range Eggs Large,"Breakfast, Dairy",9700336,6.29,0.0,Unknown,12 ct,UNIT,2025-02-25
88742200000,88742200000,Happy Egg Co.,Happy Egg Co. Free Range Large Brown Eggs,"Natural & Organic, Dairy",9700336,5.99,0.0,Unknown,12 ct,UNIT,2025-02-25
19101100060,19101100060,JUST,Just Egg Plant-Based Scramble,"Natural & Organic, Dairy",9700336,0.0,0.0,Unknown,12 fl oz,Unknown,2025-02-25
71514172928,71514172928,Eggland's Best,Eggland's Best Grade A Extra Large Eggs,"Breakfast, Dairy",9700336,5.29,0.0,Unknown,12 ct,UNIT,2025-02-25
7590097122,7590097122,Bob Evans,Bob Evans Liquid Egg Whites,Dairy,9700336,6.99,0.0,Unknown,32 oz,UNIT,2025-02-25
73692100037,73692100037,Nest Fresh,Nest Fresh Non-GMO Free Range Brown Eggs,"Dairy, Breakfast",9700336,5.69,0.0,Unknown,12 ct,UNIT,2025-02-25
71514150349,71514150349,Eggland's Best,Eggland's Best Grade A Large Eggs,"Breakfast, Dairy",9700336,4.99,0.0,Unknown,12 ct,UNIT,2025-02-25
19101100087,19101100087,JUST Egg,Just Egg Folded,"Dairy, Natural & Organic",9700336,0.0,0.0,Unknown,8 oz,Unknown,2025-02-25
71514171682,71514171682,Eggland's Best,Eggland's Best Organic Cage Free Grade A Large Brown Eggs,"Natural & Organic, Breakfast, Dairy",9700336,5.99,0.0,Unknown,12 ct,UNIT,2025-02-25
7203663217,7203663217,Harris Teeter,Harris Teeter Large White Eggs,Dairy,9700336,4.39,0.0,Unknown,18 ct,UNIT,2025-02-25
71514111356,71514111356,Eggland's Best,Eggland's Best Grade A Extra Large Eggs,"Dairy, Breakfast",9700336,7.29,0.0,Unknown,18 ct,UNIT,2025-02-25
86174500001,86174500001,Vital Farms,Vital Farms Pasture-Raised Grade A Large Eggs,"Natural & Organic, Dairy",9700336,7.99,0.0,Unknown,12 ct,UNIT,2025-02-25
71514111357,71514111357,Eggland's Best,Eggland's Best Large White Eggs,"Breakfast, Dairy",9700336,6.99,0.0,Unknown,18 ct,UNIT,2025-02-25
86174500002,86174500002,Vital Farms,Vital Farms® Pasture-Raised Large Brown Organic Eggs,"Natural & Organic, Dairy",9700336,8.49,0.0,Unknown,12 ct,UNIT,2025-02-25
81565200214,81565200214,Pete and Gerrys,Pete and Gerry's Organic Free Range Large Eggs,"Natural & Organic, Dairy",9700336,7.29,0.0,Unknown,12 ct,UNIT,2025-02-25
1111079772,1111079772,Simple Truth Organic,Simple Truth Organic™ Cage Free Grade A Large Brown Eggs,"Natural & Organic, Dairy",9700336,4.99,0.0,Unknown,12 ct,UNIT,2025-02-25
86231500024,86231500024,Vital Farms,Vital Farms Pasture-Raised Large Eggs,Dairy,9700336,0.0,0.0,Unknown,18 ct,Unknown,2025-02-25
7590033333,7590033333,Bob Evans,Bob Evans Liquid Egg Whites,Dairy,9700336,3.49,0.0,Unknown,16 oz,UNIT,2025-02-25
71514151464,71514151464,Eggland's Best,Eggland's Best Cage Free Grade A Large Brown Eggs,"Breakfast, Dairy",9700336,5.49,0.0,Unknown,12 ct,UNIT,2025-02-25
7518500501,7518500501,Martin's,Martin's 100% Whole Wheat Potato Bread,Bakery,9700336,3.99,0.0,Unknown,20 oz,UNIT,2025-02-25
7518500700,7518500700,Martin's,Martin's Sandwich Potato Bread,Bakery,9700336,3.99,0.0,Unknown,18 oz,UNIT,2025-02-25
81075701001,81075701001,Schar,Schar Gluten Free Artisan Baker Multigrain Bread,"Bakery, Natural & Organic",9700336,7.49,0.0,Unknown,14.1 oz,UNIT,2025-02-25
81075701000,81075701000,Schar,Schar Gluten Free Artisan Baker White Bread,"Bakery, Natural & Organic",9700336,7.49,0.0,Unknown,14.1 oz,UNIT,2025-02-25
7341000026,7341000026,Arnold,Arnold Whole Grains 12 Grains Sandwich Bread (Packaging May Vary),Bakery,9700336,5.29,0.0,Unknown,24 oz,UNIT,2025-02-25
7101012004,7101012004,Schmidt,Schmidt Old Tyme 100% Whole Wheat Bread,Bakery,9700336,0.0,0.0,Unknown,16 oz,Unknown,2025-02-25
7294576606,7294576606,Sara Lee,Sara Lee Artesano Hawaiian Bread,Bakery,9700336,0.0,0.0,Unknown,20 oz,Unknown,2025-02-25
7101012005,7101012005,Schmidt,Schmidt Old Tyme Split-Top Wheat Bread,Bakery,9700336,0.0,0.0,Unknown,22 oz,Unknown,2025-02-25
7294570544,7294570544,Sara Lee,Sara Lee White made with Whole Wheat Bread,Bakery,9700336,3.99,0.0,Unknown,20 oz,UNIT,2025-02-25
7341001355,7341001355,Arnold,Arnold Whole Grains Oatnut Sandwich Bread (Packaging May Vary),Bakery,9700336,5.29,0.0,Unknown,24 oz,UNIT,2025-02-25
7225002074,7225002074,Nature's Own,Nature's Own Perfectly Crafted White Bread,Bakery,9700336,4.49,0.0,Unknown,22 oz,UNIT,2025-02-25
7225002075,7225002075,Nature's Own,Nature's Own Perfectly Crafted Multigrain Bread,Bakery,9700336,4.49,0.0,Unknown,22 oz,UNIT,2025-02-25
77403419832,77403419832,Backerhaus Veit,Backerhaus Veit Tuscan White Bachelor Sliced Bread Loaf,Bakery,9700336,0.0,0.0,Unknown,17.64 oz,Unknown,2025-02-25
7225003763,7225003763,Nature's Own,Nature's Own Life Honey Wheat Bread,Bakery,9700336,0.0,0.0,Unknown,16 oz,Unknown,2025-02-25
7225003712,7225003712,Nature's Own,Nature's Own 100% Whole Wheat Bread,Bakery,9700336,4.29,0.0,Unknown,20 oz,UNIT,2025-02-25
7341095728,7341095728,Arnold,Arnold Small Slice Whole Wheat Bread,Bakery,9700336,0.0,0.0,Unknown,18 oz,Unknown,2025-02-25
7294561284,7294561284,Sara Lee,Sara Lee Artesano Brioche Bakery Bread,Bakery,9700336,4.49,0.0,Unknown,20 oz,UNIT,2025-02-25
69899781024,69899781024,Udi's,Udi's Gluten Free Frozen Delicious Whole Grain Sandwich Bread,"Natural & Organic, Bakery",9700336,7.49,0.0,Unknown,18 oz,UNIT,2025-02-25
7294561241,7294561241,Sara Lee,Sara Lee Artesano Bakery Bread,Bakery,9700336,4.49,0.0,Unknown,20 oz,UNIT,2025-02-25
74069900173,74069900173,Feldkamp,Feldkamp Three Grain Bread,"Bakery, International",9700336,0.0,0.0,Unknown,17.6 oz,Unknown,2025-02-25
1376402823,1376402823,Dave's Killer Bread,Dave's Killer Bread 21 Whole Grains and Seeds Organic Burger Buns 8 Count,"Bakery, Natural & Organic",9700336,0.0,0.0,Unknown,17.6 oz,Unknown,2025-02-25
1410004990,1410004990,Pepperidge Farm,Pepperidge Farm Thin Sliced Whole Wheat Whole Grain Bread,Bakery,9700336,4.99,0.0,Unknown,22 oz,UNIT,2025-02-25
7225001739,7225001739,White Wheat,Nature's Own Roundtop Whitewheat Bread,Bakery,9700336,3.79,0.0,Unknown,20 oz,UNIT,2025-02-25
7518500401,7518500401,Martin's,Martin's Old-Fashioned Real Butter Bread,Bakery,9700336,0.0,0.0,Unknown,18 oz,Unknown,2025-02-25
7225004319,7225004319,Nature's Own,Nature's Own 100% Whole Wheat With Honey Bread,Bakery,9700336,0.0,0.0,Unknown,16 oz,Unknown,2025-02-25
7225003706,7225003706,Nature's Own,Nature's Own® Honey Wheat Sliced Bread,Bakery,9700336,4.29,0.0,Unknown,20 oz,UNIT,2025-02-25
7294561297,7294561297,Sara Lee,Sara Lee Delightful White made with Whole Grain Keto Friendly Bread,Bakery,9700336,4.09,0.0,Unknown,15 oz,UNIT,2025-02-25
7225004919,7225004919,Nature's Own,Nature's Own Butterbread Bread,Bakery,9700336,3.99,0.0,Unknown,20 oz,UNIT,2025-02-25
85358400228,85358400228,Canyon Bakehouse,Canyon Bakehouse Gluten Free Country White Whole Grain Bread,"Natural & Organic, Bakery",9700336,7.49,0.0,Unknown,15 oz,UNIT,2025-02-25
85358400229,85358400229,Canyon Bakehouse,Canyon Bakehouse Gluten Free Ancient Grain Whole Wheat Bread,"Bakery, Natural & Organic",9700336,7.49,0.0,Unknown,15 oz,UNIT,2025-02-25
7341001375,7341001375,Arnold,Arnold Whole Grains 100% Whole Wheat Sandwich Bread (Packaging May Vary),Bakery,9700336,5.29,0.0,Unknown,24 oz,UNIT,2025-02-25
1410004989,1410004989,Pepperidge Farm,"Pepperidge Farm Farmhouse Sweet Hawaiian Bread, 22 Oz Loaf",Bakery,9700336,4.99,0.0,Unknown,22 oz,UNIT,2025-02-25
7313203113,7313203113,The Rustik Oven,The Rustik Oven Hearty Grains & Seeds Bread,"Bakery, Natural & Organic",9700336,4.99,0.0,Unknown,16 oz,UNIT,2025-02-25
1376402808,1376402808,Dave's Killer Bread,Dave's Killer Bread Organic Thin Sliced Done Right White Bread,"Natural & Organic, Bakery",9700336,0.0,0.0,Unknown,20.5 oz,Unknown,2025-02-25
1376402807,1376402807,Dave's Killer Bread,Dave's Killer Bread Organic Sprouted Whole Grains Bread,"Natural & Organic, Bakery",9700336,0.0,0.0,Unknown,20.5 oz,Unknown,2025-02-25
1376402728,1376402728,Dave's Killer Bread,Dave's Killer Organic Powerseed Bread,"Natural & Organic, Bakery",9700336,6.59,0.0,Unknown,25 oz,UNIT,2025-02-25
7101020002,7101020002,Schmidt,Schmidt Italian Enriched Bread,Bakery,9700336,3.89,0.0,Unknown,20 oz,UNIT,2025-02-25
7294561103,7294561103,Sara Lee,Sara Lee 100% Whole Wheat Sandwich Bread,Bakery,9700336,4.09,0.0,Unknown,16 oz,UNIT,2025-02-25
7294560136,7294560136,Sara Lee,Sara Lee Honey Wheat Sandwich Bread,Bakery,9700336,4.49,0.0,Unknown,20 oz,UNIT,2025-02-25
7294560133,7294560133,Sara Lee,Sara Lee Classic White Bread,Bakery,9700336,3.69,0.0,Unknown,20 oz,UNIT,2025-02-25
7294560134,7294560134,Sara Lee,Sara Lee 100% Whole Wheat Sandwich Bread,Bakery,9700336,4.49,0.0,Unknown,20 oz,UNIT,2025-02-25
7294561190,7294561190,Sara Lee,Sara Lee Butter Sandwich Bread,Bakery,9700336,3.79,0.0,Unknown,20 oz,UNIT,2025-02-25
7294571588,7294571588,Sara Lee,Sara Lee Delightful Healthy Multi-Grain Bread,Bakery,9700336,4.69,0.0,Unknown,20 oz,UNIT,2025-02-25
7341001385,7341001385,Arnold,Arnold Whole Grains Healthy Multi-Grain Sliced Bread,Bakery,9700336,5.29,0.0,Unknown,1 lb,UNIT,2025-02-25
77403451048,77403451048,Backerhaus Veit,Backerhaus Veit Signature Multigrain Loaf Bread,Bakery,9700336,0.0,0.0,Unknown,17.64 oz,Unknown,2025-02-25
1111060933,1111060933,Kroger,Kroger® Grade A Large White Eggs,"Breakfast, Dairy",1600812,2.49,0.0,HIGH,18 ct,UNIT,2025-02-25
1111089310,1111089310,Simple Truth,Simple Truth™ Natural Cage Free Grade A Large Brown Eggs,"Natural & Organic, Dairy",1600812,4.99,0.0,HIGH,18 ct,UNIT,2025-02-25
1111008263,1111008263,Simple Truth Organic,Simple Truth Organic™ Plant Based Egg Replacer,"Dairy, Natural & Organic",1600812,0.0,0.0,HIGH,8.5 oz,Unknown,2025-02-25
1111087374,1111087374,Simple Truth,Simple Truth™ Natural Cage Free Grade AA Large Brown Eggs,"Breakfast, Dairy",1600812,0.0,0.0,HIGH,18 ct,Unknown,2025-02-25
7590097122,7590097122,Bob Evans,Bob Evans Liquid Egg Whites,Dairy,1600812,0.0,0.0,HIGH,32 oz,Unknown,2025-02-25
1111079769,1111079769,Simple Truth,Simple Truth™ Natural Cage Free Grain Fed Grade AA Large Brown Eggs,"Breakfast, Dairy",1600812,0.0,0.0,HIGH,12 ct,Unknown,2025-02-25
1111060905,1111060905,Kroger,Kroger® Grade A Jumbo Eggs 12 Count,"Dairy, Breakfast",1600812,0.0,0.0,HIGH,12 ct,Unknown,2025-02-25
1111060903,1111060903,Kroger,Kroger® Grade A Large Eggs,"Dairy, Breakfast",1600812,1.69,0.0,HIGH,12 ct,UNIT,2025-02-25
1111079772,1111079772,Simple Truth Organic,Simple Truth Organic™ Cage Free Grade A Large Brown Eggs,"Natural & Organic, Dairy",1600812,4.49,0.0,HIGH,12 ct,UNIT,2025-02-25
1111060914,1111060914,Kroger,Kroger® Grade A Large Eggs,"Dairy, Breakfast",1600812,8.29,0.0,HIGH,60 ct,UNIT,2025-02-25
1111079770,1111079770,Simple Truth,Simple Truth™ Natural Cage Free Grade A Large Brown Eggs,"Breakfast, Dairy",1600812,3.49,0.0,HIGH,12 ct,UNIT,2025-02-25
1111008750,1111008750,Kroger,Kroger® Hard Cooked Peeled Eggs 6 Count,Dairy,1600812,0.0,0.0,HIGH,6 ct,Unknown,2025-02-25
1111087023,1111087023,Simple Truth,Simple Truth™ Natural Cage Free Medium Brown Eggs,"Natural & Organic, Dairy",1600812,0.0,0.0,HIGH,12 ct,Unknown,2025-02-25
1111010173,1111010173,Kroger,Kroger® Split Top Buttercrust Wheat Bread,"Dairy, Natural & Organic, Dairy",1600812,0.0,0.0,TEMPORARILY_OUT_OF_STOCK,20 oz,Unknown,2025-02-25
1111047602,1111047602,Kroger,Kroger® Egg Nog,Dairy,1600812,0.0,0.0,TEMPORARILY_OUT_OF_STOCK,0.5 gal,Unknown,2025-02-25
7131404972,7131404972,Perfection Bakeries,Perfection Bakeries Live Carb Smart White Bread,Bakery,1600812,0.0,0.0,HIGH,14 oz,Unknown,2025-02-25
7294576606,7294576606,Sara Lee,Sara Lee Artesano Hawaiian Bread,Bakery,1600812,0.0,0.0,HIGH,20 oz,Unknown,2025-02-25
7294570544,7294570544,Sara Lee,Sara Lee White made with Whole Wheat Bread,Bakery,1600812,0.0,0.0,Unknown,20 oz,Unknown,2025-02-25
7882110008,7882110008,Nickles,Nickles Giant Round Top Toastmaster White Bread,Bakery,1600812,0.0,0.0,Unknown,20 oz,Unknown,2025-02-25
7225091662,7225091662,Nature's Own,Nature's Own Sweet Hawaiian Bread,Bakery,1600812,0.0,0.0,HIGH,20 oz,Unknown,2025-02-25
7225002074,7225002074,Nature's Own,Nature's Own Perfectly Crafted White Bread,Bakery,1600812,0.0,0.0,HIGH,22 oz,Unknown,2025-02-25
7225003712,7225003712,Nature's Own,Nature's Own 100% Whole Wheat Bread,Bakery,1600812,0.0,0.0,HIGH,20 oz,Unknown,2025-02-25
7131410506,7131410506,Aunt Millie's,Aunt Millie's Healthy Goodness Fiber & Flavor Potato Bread,Bakery,1600812,0.0,0.0,Unknown,20 oz,Unknown,2025-02-25
7294561284,7294561284,Sara Lee,Sara Lee Artesano Brioche Bakery Bread,Bakery,1600812,3.79,0.0,Unknown,20 oz,UNIT,2025-02-25
1111008415,1111008415,Private Selection,Private Selection® White Bread Rustic Wide Pan,Bakery,1600812,0.0,0.0,HIGH,24 oz,Unknown,2025-02-25
7294561241,7294561241,Sara Lee,Sara Lee Artesano Bakery Bread,Bakery,1600812,4.79,3.99,Unknown,20 oz,UNIT,2025-02-25
7131900014,7131900014,Schwebel's,Schwebel's Giant White Bread,Bakery,1600812,2.79,0.0,Unknown,22 oz,UNIT,2025-02-25
7432309103,7432309103,Bimbo,Bimbo White Toasted Bread,Bakery,1600812,0.0,0.0,Unknown,14 ct / 7.41 oz,Unknown,2025-02-25
7294561297,7294561297,Sara Lee,Sara Lee Delightful White made with Whole Grain Keto Friendly Bread,Bakery,1600812,0.0,0.0,Unknown,15 oz,Unknown,2025-02-25
7225003706,7225003706,Nature's Own,Nature's Own® Honey Wheat Sliced Bread,Bakery,1600812,3.99,3.49,Unknown,20 oz,UNIT,2025-02-25
7225004919,7225004919,Nature's Own,Nature's Own Butterbread Bread,Bakery,1600812,0.0,0.0,HIGH,20 oz,Unknown,2025-02-25
7131900025,7131900025,Schwebel's,Schwebel's 'Taliano Sliced Italian Bread,Bakery,1600812,0.0,0.0,HIGH,18 oz,Unknown,2025-02-25
7294561250,7294561250,Sara Lee,Sara Lee Artesano Golden Wheat Bakery Bread,Bakery,1600812,3.79,0.0,HIGH,20 oz,UNIT,2025-02-25
7294561292,7294561292,Sara Lee,Sara Lee Artesano Smooth Multigrain Bread,Bakery,1600812,0.0,0.0,Unknown,20 oz,Unknown,2025-02-25
1376402808,1376402808,Dave's Killer Bread,Dave's Killer Bread Organic Thin Sliced Done Right White Bread,"Natural & Organic, Bakery",1600812,0.0,0.0,Unknown,20.5 oz,Unknown,2025-02-25
1376402807,1376402807,Dave's Killer Bread,Dave's Killer Bread Organic Sprouted Whole Grains Bread,"Natural & Organic, Bakery",1600812,0.0,0.0,Unknown,20.5 oz,Unknown,2025-02-25
7294560136,7294560136,Sara Lee,Sara Lee Honey Wheat Sandwich Bread,Bakery,1600812,4.49,0.0,HIGH,20 oz,UNIT,2025-02-25
7294560133,7294560133,Sara Lee,Sara Lee Classic White Bread,Bakery,1600812,0.0,0.0,Unknown,20 oz,Unknown,2025-02-25
7130104737,7130104737,Sunbeam,Sunbeam Giant White Bread,Bakery,1600812,2.49,0.0,Unknown,24 oz,UNIT,2025-02-25
7294561190,7294561190,Sara Lee,Sara Lee Butter Sandwich Bread,Bakery,1600812,0.0,0.0,HIGH,20 oz,Unknown,2025-02-25
7131410200,7131410200,Aunt Millie's,Aunt Millie's Homestyle Country Buttermilk Bread,Bakery,1600812,0.0,0.0,Unknown,22 oz,Unknown,2025-02-25
1111013211,1111013211,Private Selection,Private Selection® 12 Grain Wide Pan Bread,Bakery,1600812,0.0,0.0,HIGH,24 oz,Unknown,2025-02-25
7131410328,7131410328,Aunt Millie's,Aunt Millie's Seeded Italian Bread,Bakery,1600812,0.0,0.0,TEMPORARILY_OUT_OF_STOCK,22 oz,Unknown,2025-02-25
7432309090,7432309090,Bimbo,Bimbo Soft White Bread,Bakery,1600812,0.0,0.0,Unknown,20 oz,Unknown,2025-02-25
7131404970,7131404970,Perfection Bakeries,Perfection Bakeries Live Carb Smart Wheat Bread,Bakery,1600812,0.0,0.0,HIGH,14 oz,Unknown,2025-02-25
7131404971,7131404971,Perfection Bakeries,Perfection Bakeries Live Carb Smart Seeds Bread,Bakery,1600812,0.0,0.0,HIGH,14 oz,Unknown,2025-02-25
7131900050,7131900050,Schwebel's,Schwebel's Country Potato Bread,Bakery,1600812,0.0,0.0,Unknown,20 oz,Unknown,2025-02-25
7341001355,7341001355,Arnold,Arnold Whole Grains Oatnut Sandwich Bread (Packaging May Vary),Bakery,1600812,0.0,0.0,HIGH,24 oz,Unknown,2025-02-25
7225002075,7225002075,Nature's Own,Nature's Own Perfectly Crafted Multigrain Bread,Bakery,1600812,0.0,0.0,HIGH,22 oz,Unknown,2025-02-25
7131410336,7131410336,Aunt Millie's,Aunt Millie's Homestyle 100% Whole Wheat Bread,Bakery,1600812,0.0,0.0,Unknown,22 oz,Unknown,2025-02-25
7131400185,7131400185,Aunt Millie's,Aunt Millie's Healthy Goodness Light Whole Grain Bread,Bakery,1600812,0.0,0.0,HIGH,20 oz,Unknown,2025-02-25
7131404344,7131404344,Aunt Millie's,Aunt Millie’s Hawaiian Half Loaf Bread,Bakery,1600812,0.0,0.0,Unknown,14 oz,Unknown,2025-02-25
7131404346,7131404346,Aunt Millie's,Aunt Millie’s Country White Half Loaf Bread,Bakery,1600812,0.0,0.0,Unknown,14 oz,Unknown,2025-02-25
1410005166,1410005166,Pepperidge Farm,Pepperidge Farm Honey White Bread,Bakery,1600812,0.0,0.0,Unknown,22 oz,Unknown,2025-02-25
7131404348,7131404348,Aunt Millie's,Aunt Millie's Half Loaf Honey 7 Grains Bread,Bakery,1600812,0.0,0.0,Unknown,12 oz,Unknown,2025-02-25
1410004990,1410004990,Pepperidge Farm,Pepperidge Farm Thin Sliced Whole Wheat Whole Grain Bread,Bakery,1600812,0.0,0.0,HIGH,22 oz,Unknown,2025-02-25
7131410221,7131410221,Aunt Millie's,Aunt Millie's Homestyle Cracked Wheat Whole Grain Bread,Bakery,1600812,0.0,0.0,Unknown,24 oz,Unknown,2025-02-25
4263610083,4263610083,Maplehurst,Maplehurst Garlic Bread,Bakery,1600812,0.0,0.0,Unknown,16 oz,Unknown,2025-02-25
7131410300,7131410300,Aunt Millie's,Aunt Millie's Giant White Bread,Bakery,1600812,0.0,0.0,Unknown,24 oz,Unknown,2025-02-25
7882110022,7882110022,Nickles,Nickles Split Top Wheat Bread,Bakery,1600812,0.0,0.0,Unknown,20 oz,Unknown,2025-02-25
7131900030,7131900030,Schwebel's,Schwebel's Sweet Harvest Wheat Bread,Bakery,1600812,2.79,0.0,Unknown,20 oz,UNIT,2025-02-25
7341001375,7341001375,Arnold,Arnold Whole Grains 100% Whole Wheat Sandwich Bread (Packaging May Vary),Bakery,1600812,0.0,0.0,HIGH,24 oz,Unknown,2025-02-25
